Data Through Date,Project ID,Interconnection Date,Utility,City/Town,County,ZIP Code,Division,Substation,Circuit ID,Storage Type,Developer,Metering Method,Energy Storage System Size (kWac),Georeference
12/31/2023,PAM-2023-307637,05/12/2023,PSEGLI,E NORWICH,Nassau,11732,,,5H075,Battery,SUNation Solar Systems Inc.,NM,10,POINT (-73.5329572 40.8458805)
12/31/2023,PAM-2022-290758,05/30/2023,PSEGLI,REMSENBURG,Suffolk,11960,,,8T6P7,Battery,GreenLogic LLC,NM,10,POINT (-72.7081606 40.8076387)
12/31/2023,456309,08/25/2023,National Grid,LOCKPORT,Niagara,14094,001-Buffalo,BUFFALO STATION 232 - OAKWOOD DR,36_03_23251,Battery,Justin Bonds (Tesla Energy Operation Inc),NM,7.6,POINT (-78.69168 43.16942)
12/31/2023,PAM-2022-177354,03/02/2022,PSEGLI,AMAGANSETT,Suffolk,11937,,,9E991,Battery,GreenLogic LLC,NM,20,POINT (-72.1488 40.97283)
12/31/2023,PAM-2021-102607,02/22/2022,PSEGLI,HAMPT BAYS,Suffolk,11946,,,9J953,Battery,"Sunrun, Inc.",NM,10,POINT (-72.53217 40.87136)
12/31/2023,SDG-38514,10/29/2022,Con Ed,Irvington,Westchester,10533,CENY-W,Elmsford_No.2,53U3,Battery,New York Power Solutions,NM,15.36,POINT (-73.8660318 41.0383978)
12/31/2023,SDG-34846,12/30/2021,Con Ed,Port Chester,Westchester,10573,CENY-W,Harrison,17W43,Battery,Sunrun Inc,NM,5,POINT (-73.665175 41.00778)
12/31/2023,PAM-2020-83594,09/09/2021,PSEGLI,Locust Valley,Nassau,11560,,,5GK4K6,Battery,Long Island Power Solutions,NM,26.8,POINT (-73.59804 40.878665)
12/31/2023,PAM-2019-62471,04/25/2019,PSEGLI,Elmont,Nassau,11003,,,2AB517,Battery,TESLA,NM,5,POINT (-73.692545 40.70464)
12/31/2023,PAM-2022-207259,12/09/2022,PSEGLI,ISLAND PARK,Nassau,11558,,,2WB3P7,Battery,"Tesla, Inc.",NM,5,POINT (-73.65433 40.6026884)
12/31/2023,CH-11812,10/15/2019,Central Hudson,Poughkeepsie,Dutchess,12603,Poughkeepsie,Todd Hill,6056,Battery,Tesla Energy Operations,NM,10,POINT (-73.89901 41.69646)
12/31/2023,DGINT-12774,02/20/2023,O&R,MONROE,Orange,10950,Central,Monroe,61-1-13,Battery,Sunrun Inc,NM,5.8,POINT (-74.188885 41.33131)
12/31/2023,293129,11/06/2020,National Grid,CLIFTON PARK,Saratoga,12065,032 - Schenectady,ELNORA 442,36_32_44256,Battery,Andrew Esguerra (Solar City DBA Tesla Energy),NM,10,POINT (-73.743245 42.838995)
12/31/2023,LDG-00975,03/24/2020,Con Ed,Elmsford,Westchester,10523,CENY-W,Elmsford_No.2,12W38,Battery,Peak Power Energy,NM,250,POINT (-73.817175 41.05446)
12/31/2023,CH-10487,09/05/2018,Central Hudson,Glenford,Ulster,12433,Kingston,Woodstock,3013,Battery,SolarCity DBA Tesla,NM,5,POINT (-74.1433754 42.0045869)
12/31/2023,PAM-2021-154594,01/24/2022,PSEGLI,JERICHO,Nassau,11753,,,5B211,Battery,"Tesla, Inc.",NM,15,POINT (-73.5354502 40.7839742)
12/31/2023,CH-13218,03/10/2021,Central Hudson,Kerhonkson,Ulster,12446,Kingston,Kerhonkson,3082,Battery,New York State Solar Farm,NM,5,POINT (-74.2954183 41.7780786)
12/31/2023,PAM-2019-61321,04/19/2019,PSEGLI,New Hyde Park,Nassau,11040,,,3LG419,Battery,Solar City,NM,10,POINT (-73.665365 40.74155)
12/31/2023,20923,01/31/2023,NYSEG,DOVER PLAINS,Dutchess,12522,Brewster,NYS-DOVER PLAINS 494,1106094,Battery,SunCommon,NM,10,POINT (-73.5779453 41.7380996)
12/31/2023,CH-12698,02/08/2021,Central Hudson,New Windsor,Orange,12553,Newburgh,Bethlehem Rd,4094,Battery,Tesla,NM,15,POINT (-74.0212876 41.4710994)
12/31/2023,PAM-2019-77385,07/13/2020,PSEGLI,PLAINVIEW,Nassau,11803,,,5SK060,Battery,Sunation Solar Systems,NM,10,POINT (-73.471725 40.77726)
12/31/2023,DGINT-10274,03/01/2021,O&R,WASHINGTONVILLE,Orange,10992,Central,Blooming Grove,76-4-13,Battery,SolarCity,NM,10,POINT (-74.1548969 41.4296006)
12/31/2023,PAM-2020-80772,11/17/2020,PSEGLI,Melville,Suffolk,11747,,,6W801,Battery,TESLA,NM,20,POINT (-73.40535 40.806545)
12/31/2023,PAM-2020-80310,07/17/2020,PSEGLI,Syosset,Nassau,11791,,,5B212,Battery,TESLA,NM,10,POINT (-73.499645 40.823605)
12/31/2023,DGINT-13164,07/21/2023,O&R,VALLEY COTTAGE,Rockland,10989,East,Congers,22-5-13,Battery,Sunrun Inc,NM,7.6,POINT (-73.9454938 41.1185328)
12/31/2023,PAM-2020-85777,02/11/2021,PSEGLI,Jericho,Nassau,11753,,,5B373,Battery,TESLA,NM,10,POINT (-73.5354502 40.7839742)
12/31/2023,CH-15753,11/30/2022,Central Hudson,Poughkeepsie,Dutchess,12603,Poughkeepsie,Manchester,6096,Battery,"Tesla Energy Operations, Inc.",NM,7.6,POINT (-73.89901 41.69646)
12/31/2023,PAM-2021-163896,11/09/2022,PSEGLI,DIX HILLS,Suffolk,11746,,,6J897,Battery,"Tesla, Inc.",NM,15,POINT (-73.410015 40.8429)
12/31/2023,PAM-2017-42991,10/04/2017,PSEGLI,Calverton,Suffolk,11933,,,8ED3H7,Battery,Solar City,NM,5,POINT (-72.7563979 40.9630311)
12/31/2023,PAM-2021-116203,08/01/2021,PSEGLI,LAKE GROVE,Suffolk,11755,,,8A711,Battery,Long Island Power Solutions,NM,6.7,POINT (-73.117305 40.84379)
12/31/2023,PAM-2018-60299,01/17/2019,PSEGLI,GREAT NECK,Nassau,11021,,,3A358,Battery,Sunrun_ Inc.,NM,5,POINT (-73.72853 40.784285)
12/31/2023,CH-17297,06/27/2023,Central Hudson,Willow,Ulster,12495,Kingston,Woodstock,3012,Battery,SunCommon,NM,10,POINT (-74.2237191 42.076792)
12/31/2023,CH-16079,12/15/2022,Central Hudson,Clinton Cors,Dutchess,12514,Poughkeepsie,Hibernia,7013,Battery,New York Power Solutions,NM,7.6,POINT (-73.7645321 41.8282042)
12/31/2023,PAM-2021-142863,02/24/2022,PSEGLI,RONKONKOMA,Suffolk,11779,,,8D734,Battery,"Sunrun, Inc.",NM,10,POINT (-73.118045 40.813995)
12/31/2023,DGINT-09511,09/30/2020,O&R,POMONA,Rockland,10970,East,New Hempstead,45-5-13,Battery,SolarCity,NM,20,POINT (-74.0344298 41.1909524)
12/31/2023,CH-18552,09/26/2023,Central Hudson,Stanfordville,Dutchess,12581,Poughkeepsie,Stanfordville,7072,Battery,"Tesla Energy Operations, Inc.",NM,10,POINT (-73.714096 41.8665008)
12/31/2023,PAM-2022-219165,01/27/2023,PSEGLI,LEVITTOWN,Nassau,11756,,,5M089,Battery,"Tesla, Inc.",NM,5,POINT (-73.51867 40.72191)
12/31/2023,PAM-2019-76350,12/23/2019,PSEGLI,Oceanside,Nassau,11572,,,2WB596,Battery,EmPower  Solar,NM,5,POINT (-73.63933 40.640335)
12/31/2023,DGINT-11777,09/28/2022,O&R,PINE ISLAND,Orange,10969,Central,Westtown,103-2-13,Battery,SolarCity,NM,15.2,POINT (-74.4601916 41.2956511)
12/31/2023,168904,10/10/2018,National Grid,MEDINA,Orleans,14103,006 - Albion/Medina,SHELBY 76,36_06_7654,Battery,Kevin Pilcher (SunCommon),NM,4,POINT (-78.39127 43.21902)
12/31/2023,DGINT-11022,04/14/2022,O&R,WASHINGTONVILLE,Orange,10992,Central,Blooming Grove,76-1-13,Battery,Sunrun Inc,NM,6,POINT (-74.1548969 41.4296006)
12/31/2023,DGINT-12657,02/23/2023,O&R,MONROE,Orange,10950,Central,Monroe,61-1-13,Battery,Infinity Solar,NM,18,POINT (-74.188885 41.33131)
12/31/2023,PAM-2019-73567,10/17/2019,PSEGLI,N BABYLON,Suffolk,11703,,,7H869,Battery,Sunrun_ Inc.,NM,5,POINT (-73.321325 40.741)
12/31/2023,PAM-2021-167450,01/13/2022,PSEGLI,HICKSVILLE,Nassau,11801,,,5X271,Battery,"Tesla, Inc.",NM,5,POINT (-73.52431 40.76632)
12/31/2023,CH-16629,04/19/2023,Central Hudson,New Paltz,Ulster,12561,Newburgh,Ohioville,5024,Battery,SunPower Direct (NY),NM,6,POINT (-74.08094 41.748125)
12/31/2023,PAM-2021-165480,01/05/2022,PSEGLI,UNIONDALE,Nassau,11553,,,4MG208,Battery,"Tesla, Inc.",NM,5,POINT (-73.593855 40.70544)
12/31/2023,SDG-32547,07/30/2021,Con Ed,Croton-on-Hudson,Westchester,10520,CENY-W,Ossining_West,6W69,Battery,New York Power Solutions,NM,7.6,POINT (-73.882295 41.20147)
12/31/2023,PAM-2021-148070,12/14/2021,PSEGLI,HICKSVILLE,Nassau,11801,,,5MK243,Battery,"Sunrun, Inc.",NM,5,POINT (-73.52431 40.76632)
12/31/2023,PAM-2021-93502,06/07/2021,PSEGLI,Hauppauge,Suffolk,11788,,,7DM787,Battery,sunrun,NM,5,POINT (-73.25405 40.816575)
12/31/2023,19009,08/05/2022,NYSEG,Narrowsburg,Sullivan,12764,Liberty,NYS-LUXTON LAKE 182,2402182,Battery,"Solar Liberty Energy Systems, Inc.",NM,11.6,POINT (-75.0612212 41.6086247)
12/31/2023,CH-01392,05/10/2013,Central Hudson,Pleasant Vly,Dutchess,12569,Poughkeepsie,Todd Hill,6051,Battery,Hudson Solar,NM,6,POINT (-73.8286379 41.7494159)
12/31/2023,PAM-2020-83430,02/01/2021,PSEGLI,Plainview,Nassau,11803,,,5SK062,Battery,TESLA,NM,10,POINT (-73.471725 40.77726)
12/31/2023,17337,03/02/2021,NYSEG,MAHOPAC,Putnam,10541,Brewster,NYS-CARMEL 501,1109701,Battery,Solar City Corp DBA Tesla,NM,11.6,POINT (-73.730105 41.373925)
12/31/2023,CH-10348,04/26/2019,Central Hudson,W Shokan,Ulster,12494,Kingston,Woodstock,3011,Battery,SolarCity DBA Tesla Energy,,10,POINT (-74.2822503 41.9680117)
12/31/2023,DGINT-11377,05/31/2022,O&R,WARWICK,Orange,10990,Central,Wisner,80-5-13,Battery,Sunrun Inc,NM,9.8,POINT (-74.358345 41.25477)
12/31/2023,PAM-2022-286550,06/26/2023,PSEGLI,ATLNTIC BCH,Nassau,11509,,,2A7N1,Battery,"Tesla, Inc.",NM,5,POINT (-73.735945 40.589975)
12/31/2023,PAM-2022-206596,08/04/2022,PSEGLI,CORAM,Suffolk,11727,,,8QR895,Battery,SUNation Solar Systems Inc.,NM,10,POINT (-72.9914 40.899685)
12/31/2023,PAM-2018-54760,08/29/2018,PSEGLI,COMMACK,Suffolk,11725,,,6HL815,Battery,Sunrun_ Inc.,NM,5,POINT (-73.2965971 40.8393268)
12/31/2023,PAM-2021-151310,01/04/2022,PSEGLI,ELMONT,Nassau,11003,,,2AB525,Battery,SUNation Solar Systems Inc.,NM,15,POINT (-73.692545 40.70464)
12/31/2023,PAM-2018-54087,02/04/2019,PSEGLI,Huntington,Suffolk,11743,,,6Q671,Battery,Solar City,NM,10,POINT (-73.4285012 40.8738497)
12/31/2023,PAM-2021-86519,07/28/2021,PSEGLI,Plainview,Nassau,11803,,,5X273,Battery,TESLA,NM,10,POINT (-73.471725 40.77726)
12/31/2023,CH-10397,06/08/2018,Central Hudson,Ellenvl,Ulster,12428,Kingston,Grimley Rd,3095,Battery,SolarCity DBA Tesla,NM,5,POINT (-74.391475013 41.725077435)
12/31/2023,10375,12/10/2016,NYSEG,Brewster,Putnam,10509,Brewster,NYS-TILLY FOSTER 441,1107241,Battery,SolarCity Corp dba Tesla Energy,NM,10,POINT (-73.6157124 41.3985252)
12/31/2023,SDG-62903,10/27/2023,Con Ed,Larchmont,Westchester,10538,CENY-W,Cedar_Street,52U3,Battery,Tesla,NM,5,POINT (-73.75585 40.929825)
12/31/2023,PAM-2021-127601,12/17/2021,PSEGLI,SEA CLIFF,Nassau,11579,,,4GH188,Battery,Long Island Power Solutions,NM,6.7,POINT (-73.64447 40.84606)
12/31/2023,DGINT-11341,05/31/2022,O&R,WARWICK,Orange,10990,Central,Wisner,80-1-13,Battery,Sunrun Inc,NM,9.8,POINT (-74.358345 41.25477)
12/31/2023,18872,09/15/2022,NYSEG,SPENCERTOWN,Columbia,12165,Mechanicville,NYS-KLINE KILL 631,1205403,Battery,SunCommon,NM,5.8,POINT (-73.501562794 42.316971292)
12/31/2023,19961,02/03/2023,NYSEG,Yorktown Heights,Westchester,10598,Brewster,NYS-UNION VALLEY 432,1107732,Battery,Solar City Corp DBA Tesla,NM,11.6,POINT (-73.780545 41.271985)
12/31/2023,PAM-2022-250598,02/28/2023,PSEGLI,COPIAGUE,Suffolk,11726,,,7Z495,Battery,Venture Solar,NM,3.84,POINT (-73.39833 40.687395)
12/31/2023,DGINT-12123,10/20/2022,O&R,WARWICK,Orange,10990,Central,Wisner,80-1-13,Battery,SolarCity,NM,7.6,POINT (-74.358345 41.25477)
12/31/2023,PAM-2022-186413,06/16/2023,PSEGLI,WESTHAMPTON,Suffolk,11978,,,9AU798,Battery,GreenLogic LLC,NM,5,POINT (-72.6446981 40.8151339)
12/31/2023,SDG-21908,02/14/2020,Con Ed,New Rochelle,Westchester,10804,CENY-W,Cedar_Street,70U2,Battery,Tesla,,10,POINT (-73.7925069 40.9363472)
12/31/2023,SDG-45617,12/14/2022,Con Ed,PELHAM,Westchester,10803,CENY-W,Washington_St,42U3,Battery,Sunrun Inc,NM,3.7,POINT (-73.8073819 40.9030544)
12/31/2023,PAM-2020-85237,09/16/2021,PSEGLI,Garden City,Nassau,11530,,,4AH137,Battery,TESLA,NM,10,POINT (-73.67746 40.723995)
12/31/2023,PAM-2020-83026,03/17/2021,PSEGLI,Albertson,Nassau,11507,,,3LG313,Battery,Sunrun_ Inc.,NM,10,POINT (-73.6494201 40.7707257)
12/31/2023,SDG-36759,07/21/2022,Con Ed,Dobbs Ferry,Westchester,10522,CENY-W,Granite_Hill,15W12,Battery,SolarCity,NM,5,POINT (-73.8593 41.014025)
12/31/2023,PAM-2021-145835,12/21/2021,PSEGLI,BABYLON,Suffolk,11702,,,7H994,Battery,"Tesla, Inc.",NM,5,POINT (-73.323955 40.7011)
12/31/2023,PAM-2020-85049,03/01/2021,PSEGLI,East Meadow,Nassau,11554,,,5M101,Battery,TESLA,NM,15,POINT (-73.54813 40.72094)
12/31/2023,LDG-00088,08/09/2018,Con Ed,New Rochelle,Westchester,10805,CENY-W,Cedar_Street,20W34,Battery,SolarCity,NM,100,POINT (-73.777195 40.900985)
12/31/2023,PAM-2022-196885,08/19/2022,PSEGLI,WEST ISLIP,Suffolk,11795,,,7H872,Battery,Surf Clean Energy Inc.,NM,4.5,POINT (-73.300175 40.72377)
12/31/2023,SDG-29404,03/26/2021,Con Ed,Hartsdale,Westchester,10530,CENY-W,Elmsford_No.2,106U2,Battery,Sunrun Inc,NM,5,POINT (-73.7949027 41.0235515)
12/31/2023,PAM-2022-180124,01/17/2023,PSEGLI,BALDWIN,Nassau,11510,,,4M9H5,Battery,"Tesla, Inc.",NM,10,POINT (-73.610365 40.65627)
12/31/2023,PAM-2022-247900,12/12/2022,PSEGLI,JERICHO,Nassau,11753,,,5MK245,Battery,"Tesla, Inc.",NM,10,POINT (-73.5354502 40.7839742)
12/31/2023,267787,02/05/2021,National Grid,REXFORD,Saratoga,12148,032 - Schenectady,GROOMS RD 345,36_32_34556,Battery,Kevin Paras (Tesla Energy),NM,5,POINT (-73.8393627 42.8519632)
12/31/2023,SDG-23998,11/23/2022,Con Ed,Larchmont,Westchester,10538,CENY-W,Cedar_Street,52U2,Battery,SolarCity,NM,10,POINT (-73.75585 40.929825)
12/31/2023,PAM-2023-322130,07/17/2023,PSEGLI,HUNTINGTON,Suffolk,11743,,,6Q667,Battery,"EmPower CES, LLC",NM,5,POINT (-73.4285012 40.8738497)
12/31/2023,CH-16157,01/05/2023,Central Hudson,Tannersville,Greene,12485,Catskill,Lawrenceville,2385,Battery,Tesla Energy Operations Inc.,NM,15,POINT (-74.13629 42.1957)
12/31/2023,SDG-05331,05/11/2018,Con Ed,Yonkers,Westchester,10703,CENY-W,Granite_Hill,15W16,Battery,SolarCity,NM,5,POINT (-73.87898 40.95863)
12/31/2023,376875,11/30/2021,National Grid,BALLSTON SPA,Saratoga,12020,039 - Saratoga,BALLSTON 12,36_39_01251,Battery,"Maura Hewison (Kasselman Solar, LLC)",NM,7.6,POINT (-73.851605 43.006105)
12/31/2023,PAM-2020-80773,10/06/2020,PSEGLI,Nesconset,Suffolk,11767,,,6L4H8,Battery,TESLA,NM,20,POINT (-73.132205 40.84486)
12/31/2023,PAM-2021-87690,07/15/2021,PSEGLI,Roslyn,Nassau,11576,,,3LG314,Battery,sunrun,NM,5,POINT (-73.66226 40.798505)
12/31/2023,PAM-2021-116961,11/04/2021,PSEGLI,NORTHPORT,Suffolk,11768,,,6RL765,Battery,SUNation Solar Systems Inc.,NM,10,POINT (-73.341495 40.898795)
12/31/2023,19892,08/02/2022,NYSEG,Penn Yan,Yates,14527,Geneva,NYS-FLAT ST 597,4203897,Battery,Qwik Solar LLC,NM,7.5,POINT (-77.05514 42.660715)
12/31/2023,CH-17547,11/27/2023,Central Hudson,New Paltz,Ulster,12561,Newburgh,Galeville,5031,Battery,SunCommon,NM,10,POINT (-74.08094 41.748125)
12/31/2023,DGINT-13815,11/28/2023,O&R,WARWICK,Orange,10990,Central,Wisner,80-4-13,Battery,Sunrun Inc,NM,6,POINT (-74.358345 41.25477)
12/31/2023,PAM-2021-152530,06/02/2022,PSEGLI,GREAT NECK,Nassau,11021,,,3A353,Battery,Accord Power Inc.,NM,7.6,POINT (-73.72853 40.784285)
12/31/2023,PAM-2023-340869,08/29/2023,PSEGLI,CUTCHOGUE,Suffolk,11952,,,8B7K5,Battery,SUNation Solar Systems Inc.,NM,10,POINT (-72.48557 41.01019)
12/31/2023,PAM-2021-132630,09/28/2021,PSEGLI,LIDO BCH,Nassau,11561,,,2M485,Battery,"Tesla, Inc.",NM,10,POINT (-73.65149 40.58875)
12/31/2023,19721,05/03/2023,NYSEG,DOVER PLAINS,Dutchess,12522,Brewster,NYS-DOVER PLAINS 494,1106094,Battery,SunCommon,NM,5.8,POINT (-73.5779453 41.7380996)
12/31/2023,105777,09/28/2017,National Grid,AVERILL PARK,Rensselaer,12018,031 - Troy,BRUNSWICK 264,36_31_26452,Battery,Summer Palmberg (Solar City),NM,13,POINT (-73.5580426 42.6373876)
12/31/2023,SDG-35293,12/09/2021,Con Ed,Ossining,Westchester,10562,CENY-W,Ossining_West,78U1,Battery,Sunrise SOlar Solutions LLC,NM,6.8,POINT (-73.861495 41.159875)
12/31/2023,PAM-2023-311119,04/18/2023,PSEGLI,DIX HILLS,Suffolk,11746,,,6W804,Battery,"Sunrun, Inc.",NM,10,POINT (-73.410015 40.8429)
12/31/2023,PAM-2022-174702,03/28/2022,PSEGLI,HAUPPAUGE,Suffolk,11788,,,7DM786,Battery,Long Island Power Solutions,NM,5.6,POINT (-73.25405 40.816575)
12/31/2023,SDG-39137,02/10/2022,Con Ed,Bronxville,Westchester,10708,CENY-W,Rockview,2W01,Battery,Quest Home Improvement Inc.,NM,7.6,POINT (-73.83605 40.940945)
12/31/2023,PAM-2023-350377,07/20/2023,PSEGLI,ISLIP,Suffolk,11751,,,7MM879,Battery,"Tesla, Inc.",NM,10,POINT (-73.2099 40.73641)
12/31/2023,18284,12/07/2021,NYSEG,PETERSBURGh,Rensselaer,12138,Mechanicville,NYS-STEPHENTOWN 622,1203207,Battery,SunCommon,NM,5.8,POINT (-73.338656085 42.767523075)
12/31/2023,PAM-2021-164050,04/21/2022,PSEGLI,NESCONSET,Suffolk,11767,,,6L4H7,Battery,"Sunrun, Inc.",NM,5,POINT (-73.132205 40.84486)
