Data Through Date,Project ID,Interconnection Date,Utility,City/Town,County,ZIP Code,Division,Substation,Circuit ID,Storage Type,Developer,Metering Method,Energy Storage System Size (kWac),Georeference
12/31/2023,CH-13525,04/13/2021,Central Hudson,Saugerties,Ulster,12477,Kingston,Saugerties,3003,Battery,New York State Solar Farm,NM,5,POINT (-73.94911 42.07687)
12/31/2023,PAM-2022-218895,11/22/2022,PSEGLI,NEW HYDE PK,Nassau,11040,,,3AG066,Battery,"Tesla, Inc.",NM,10,POINT (-73.665365 40.74155)
12/31/2023,PAM-2020-83021,01/26/2021,PSEGLI,Jericho,Nassau,11753,,,5B211,Battery,TESLA,NM,10,POINT (-73.5354502 40.7839742)
12/31/2023,PAM-2021-94170,06/16/2021,PSEGLI,N Merrick,Nassau,11566,,,5RK261,Battery,sunrun,NM,5,POINT (-73.56013219 40.686780286)
12/31/2023,DGINT-12642,02/23/2023,O&R,WARWICK,Orange,10990,Central,Wisner,80-2-13,Battery,Sunrun Inc,NM,10,POINT (-74.358345 41.25477)
12/31/2023,PAM-2020-83436,01/06/2021,PSEGLI,Wyandanch,Suffolk,11798,,,6BR2N8,Battery,Sunrun_ Inc.,NM,5,POINT (-73.364285 40.75252)
12/31/2023,PAM-2021-160147,09/06/2022,PSEGLI,W HEMPSTEAD,Nassau,11552,,,4KH192,Battery,"Sunrun, Inc.",NM,10,POINT (-73.65004 40.70373)
12/31/2023,PAM-2021-144955,03/14/2022,PSEGLI,E MEADOW,Nassau,11554,,,5M104,Battery,"Sunrun, Inc.",NM,5,POINT (-73.54813 40.72094)
12/31/2023,PAM-2020-82733,03/01/2021,PSEGLI,Bethpage,Nassau,11714,,,5D279,Battery,TESLA,NM,15,POINT (-73.48397 40.728805)
12/31/2023,SDG-37287,01/20/2022,Con Ed,Elmsford,Westchester,10523,CENY-W,Elmsford_No.2,92U3,Battery,SolarCity,NM,10,POINT (-73.817175 41.05446)
12/31/2023,19966,11/07/2022,NYSEG,COPAKE,Columbia,12516,Mechanicville,NYS-CRARYVILLE 400,1204001,Battery,Solar City Corp DBA Tesla,NM,5.8,POINT (-73.5580763 42.1184677)
12/31/2023,DGINT-11343,05/31/2022,O&R,WARWICK,Orange,10990,Central,Wisner,80-3-13,Battery,Sunrun Inc,NM,6,POINT (-74.358345 41.25477)
12/31/2023,CH-16549,06/28/2023,Central Hudson,Rifton,Ulster,12471,Kingston,Sturgeon Pool,3041,Battery,SunRun Installations INC,NM,7.6,POINT (-74.03902 41.83783)
12/31/2023,PAM-2021-151579,08/19/2022,PSEGLI,OCEANSIDE,Nassau,11572,,,2WB3P8,Battery,"Sunrun, Inc.",NM,5,POINT (-73.63933 40.640335)
12/31/2023,SDG-29819,03/09/2022,Con Ed,New Rochelle,Westchester,10804,CENY-W,Washington_St,54U3,Battery,SolarCity,NM,20,POINT (-73.7925069 40.9363472)
12/31/2023,SDG-21566,08/11/2023,Con Ed,Brooklyn,Kings,11234,CENY-BK,Bensonhurst_2,3046,Battery,"Solar Liberty Energy Systems, Inc.",NM,11,POINT (-73.923985 40.61463)
12/31/2023,SDG-51117,02/16/2023,Con Ed,New Rochelle,Westchester,10804,CENY-W,Cedar_Street,70U2,Battery,Tesla,NM,5,POINT (-73.7925069 40.9363472)
12/31/2023,PAM-2023-368481,10/17/2023,PSEGLI,SELDEN,Suffolk,11784,,,8E828,Battery,"Sunrun, Inc.",NM,5,POINT (-73.0520165 40.8611746)
12/31/2023,SDG-62731,11/09/2023,Con Ed,Yorktown Heights,Westchester,10598,CENY-W,Buchanan,Aqueduct - 2,Battery,Tesla,NM,10,POINT (-73.780545 41.271985)
12/31/2023,PAM-2021-128252,09/16/2021,PSEGLI,CNTRL ISLIP,Suffolk,11722,,,7DM564,Battery,"Sunrun, Inc.",NM,5,POINT (-73.21059 40.78255)
12/31/2023,17349,06/08/2021,NYSEG,ROCK HILL,Sullivan,12775,Liberty,NYS-ROCK HILL 223,2402623,Battery,Solar City Corp DBA Tesla,NM,17.4,POINT (-74.5937738 41.6138247)
12/31/2023,PAM-2018-55487,10/11/2018,PSEGLI,CENTEREACH,Suffolk,11720,,,8E493,Battery,Sunrun_ Inc.,NM,5,POINT (-73.089045 40.858275)
12/31/2023,419162,07/20/2022,National Grid,GLENMONT,Albany,12077,030-Albany,BETHLEHEM 21,36_30_02155,Battery,Sara Hildebrand (Solar City),NM,15.2,POINT (-73.795895 42.601715)
12/31/2023,PAM-2022-196292,07/15/2022,PSEGLI,MERRICK,Nassau,11566,,,5R026,Battery,"EmPower CES, LLC",NM,10,POINT (-73.554115 40.659915)
12/31/2023,SDG-36815,02/16/2022,Con Ed,Irvington,Westchester,10533,CENY-W,Elmsford_No.2,12W97,Battery,SolarCity,NM,5,POINT (-73.8660318 41.0383978)
12/31/2023,20116,12/12/2022,RGE,PITTSFORD,Monroe,14534,Canandaigua,0106RO5167-251 Mendon Center RD,0106RO5167,Battery,Solar City Corp DBA Tesla,NM,11.6,POINT (-77.51551 43.09002)
12/31/2023,PAM-2020-85006,04/02/2021,PSEGLI,Port Jefferson,Suffolk,11777,,,8F707,Battery,Long Island Power Solutions,NM,6.7,POINT (-73.067925 40.940485)
12/31/2023,LDG-00054,12/19/2017,Con Ed,NEW YORK,New York,10018,CENY-M,W_42_St_2,MD NWK,Battery,Demand Energy,,125,POINT (-73.99917 40.75708)
12/31/2023,PAM-2021-120810,06/15/2022,PSEGLI,MERRICK,Nassau,11566,,,5R166,Battery,"EmPower CES, LLC",NM,15,POINT (-73.554115 40.659915)
12/31/2023,DGINT-12812,01/12/2023,O&R,FLORIDA,Orange,10921,Central,South Goshen,89-2-13,Battery,SolarCity,NM,11.4,POINT (-74.357285 41.333585)
12/31/2023,CH-13763,11/11/2021,Central Hudson,Pleasant Vly,Dutchess,12569,Poughkeepsie,Tinkertown,7025,Battery,"Sunrun Installation Services, Inc.",NM,3.84,POINT (-73.8286379 41.7494159)
12/31/2023,PAM-2022-289998,06/07/2023,PSEGLI,E HAMPTON,Suffolk,11937,,,9EU6H7,Battery,"EmPower CES, LLC",NM,15,POINT (-72.1866703 40.9679047)
12/31/2023,12539,04/23/2018,NYSEG,KATONAH,Westchester,10536,Brewster,NYS-AMAWALK 451,1105251,Battery,Solar City Corp DBA Tesla,NM,10,POINT (-73.6906231 41.2560425)
12/31/2023,SDG-32431,07/16/2021,Con Ed,Dobbs Ferry,Westchester,10522,CENY-W,Elmsford_No.2,7U2,Battery,SolarCity,NM,5,POINT (-73.8593 41.014025)
12/31/2023,DGINT-12804,08/01/2023,O&R,UPPER GRANDVIEW,Rockland,10960,East,Sparkill,50-1-13,Battery,Trinity Solar,NM,7.6,POINT (-73.92278 41.09404)
12/31/2023,377125,11/30/2021,National Grid,SYRACUSE,Onondaga,13206,011 - Syracuse,E. MALLOY 151,36_11_15153,Battery,Austin Jarvis (Green Visions Solar),NM,7.596,POINT (-76.11265 43.073475)
12/31/2023,SDG-06027,09/27/2018,Con Ed,New Rochelle,Westchester,10804,CENY-W,Harrison,17W31,Battery,SolarCity,NM,5,POINT (-73.7925069 40.9363472)
12/31/2023,19831,08/02/2022,RGE,VICTOR,Ontario,14564,Canandaigua,0125CF5208-7626 Pittsford Victor RD,0125CF5208,Battery,3rdRocSolar,NM,5,POINT (-77.41191 42.98188)
12/31/2023,DGINT-10599,11/18/2021,O&R,MIDDLETOWN,Orange,10940,West,Otisville,41456,Battery,Sunrun Inc,NM,9.6,POINT (-74.419957 41.4452505)
12/31/2023,PAM-2022-247448,11/10/2022,PSEGLI,LEVITTOWN,Nassau,11756,,,5D278,Battery,"Tesla, Inc.",NM,5,POINT (-73.51867 40.72191)
12/31/2023,SDG-56282,07/18/2023,Con Ed,Mount kisco,Westchester,10549,CENY-W,Millwood_West,7W45,Battery,Sunrun Inc,NM,10,POINT (-73.7266393 41.2068937)
12/31/2023,PAM-2023-324921,10/27/2023,PSEGLI,VALLEY STRM,Nassau,11581,,,2MA572,Battery,"EmPower CES, LLC",NM,15,POINT (-73.7031609 40.6537582)
12/31/2023,456913,02/16/2023,National Grid,MENANDS,Albany,12204,030-Albany,MENANDS 101,36_30_10156,Battery,Justin Bonds (Tesla Energy Operation Inc),NM,12.6,POINT (-73.726338121 42.691086869)
12/31/2023,PAM-2022-209443,03/06/2023,PSEGLI,W BABYLON,Suffolk,11704,,,7T983,Battery,"Sunrun, Inc.",NM,5,POINT (-73.347675 40.717335)
12/31/2023,PAM-2021-116448,10/21/2021,PSEGLI,EASTPORT,Suffolk,11941,,,8T6P7,Battery,Solar One INC,NM,18,POINT (-72.7343474 40.8271372)
12/31/2023,SDG-24567,09/22/2020,Con Ed,White Plains,Westchester,10603,CENY-W,Elmsford_No.2,62U2,Battery,Sunrun Inc,NM,25,POINT (-73.776322 41.0540848)
12/31/2023,410126,03/23/2022,National Grid,ROME,Oneida,13440,018 - Rome,TURIN RD 653,36_18_65358,Battery,Hannah-Jane Kellogg (SolarCity dba Tesla Energy Op,NM,5,POINT (-75.458425 43.21118)
12/31/2023,DGINT-13806,11/27/2023,O&R,WARWICK,Orange,10990,Central,Wisner,80-3-13,Battery,Sunrun Inc,NM,7.6,POINT (-74.358345 41.25477)
12/31/2023,19202,05/19/2022,NYSEG,OXFORD,Chenango,13830,Oneonta,NYS-EAST NORWICH 516,2305516,Battery,Intelligent Green Solutions,NM,7.5,POINT (-75.600166 42.4416064)
12/31/2023,LDG-01540,07/21/2023,Con Ed,Staten Island,Richmond,10303,CENY-SI,Fresh_Kills,214,Battery,Sunkeeper Solar,,3851,POINT (-74.15542 40.629785)
12/31/2023,398864,01/03/2022,National Grid,GOWANDA,Cattaraugus,14070,007 - Angola,COLLINS 83,36_07_8362,Battery,Kyle Wojewoda (Buffalo Solar Solutions),NM,15.2,POINT (-78.935365 42.470815)
12/31/2023,CH-16153,01/17/2023,Central Hudson,Saugerties,Ulster,12477,Kingston,Saugerties,3001,Battery,TESLA ENERGY OPERATIONS INC,NM,7.6,POINT (-73.94911 42.07687)
12/31/2023,DGINT-11103,03/11/2022,O&R,Warwick,Orange,10990,Central,Wisner,80-3-13,Battery,Sunrun Inc,NM,7.6,POINT (-74.358345 41.25477)
12/31/2023,SDG-49177,11/03/2022,Con Ed,Larchmont,Westchester,10538,CENY-W,Cedar_Street,20W69,Battery,Infinity Solar,NM,31.5,POINT (-73.75585 40.929825)
12/31/2023,PAM-2023-340484,07/06/2023,PSEGLI,WEST ISLIP,Suffolk,11795,,,7H872,Battery,SUNation Solar Systems Inc.,NM,10,POINT (-73.300175 40.72377)
12/31/2023,SDG-32729,10/05/2022,Con Ed,IRVINGTON,Westchester,10533,CENY-W,Elmsford_No.2,12W72,Battery,MOMENTUM SOLAR,NM,7.68,POINT (-73.8660318 41.0383978)
12/31/2023,PAM-2022-199275,08/01/2022,PSEGLI,MIDDLE IS,Suffolk,11953,,,8XR933,Battery,"Sunrun, Inc.",NM,10,POINT (-72.9394 40.88456)
12/31/2023,313359,12/10/2020,National Grid,ROME,Oneida,13440,018 - Rome,ROME 762,36_18_76251,Battery,Austin Jarvis (Green Visions Solar LLC),NM,17.1,POINT (-75.458425 43.21118)
12/31/2023,PAM-2020-80785,12/21/2020,PSEGLI,MEDFORD,Suffolk,11763,,,8GX9H3,Battery,TESLA,NM,10,POINT (-73.001045 40.815645)
12/31/2023,SDG-35081,12/06/2021,Con Ed,White Plains,Westchester,10603,CENY-W,Grasslands,SD10,Battery,Sunrun Inc,NM,0.5,POINT (-73.776322 41.0540848)
12/31/2023,195323,09/22/2018,National Grid,LATHAM,Albany,12110,030 - Albany,MAPLEWOOD 307,36_31_30751,Battery,"Jillian LeFevre (Kasselman Solar, LLC)",NM,9.3,POINT (-73.7582297 42.7457537)
12/31/2023,PAM-2021-133027,09/08/2022,PSEGLI,E MEADOW,Nassau,11554,,,5M105,Battery,"EmPower CES, LLC",NM,10,POINT (-73.54813 40.72094)
12/31/2023,DGINT-10828,03/18/2022,O&R,PORT JERVIS,Orange,12771,West,Westtown,103-4-13,Battery,"Solar Liberty Energy Systems, Inc.",NM,7.6,POINT (-74.687275 41.375415)
12/31/2023,DGINT-11583,05/31/2022,O&R,WARWICK,Orange,10990,Central,Wisner,80-5-13,Battery,Sunrun Inc,NM,12,POINT (-74.358345 41.25477)
12/31/2023,DGINT-13268,05/24/2023,O&R,FLORIDA,Orange,10921,Central,Chester,63-8-13,Battery,Sunrun Inc,NM,3.8,POINT (-74.357285 41.333585)
12/31/2023,CH-15134,07/14/2022,Central Hudson,Kingston,Ulster,12401,Kingston,Lincoln Park,2016,Battery,Lighthouse Solar,NM,7.68,POINT (-74.002205 41.93112)
12/31/2023,SDG-38867,05/19/2022,Con Ed,Mamaroneck,Westchester,10543,CENY-W,Harrison,43U1,Battery,Trinity Solar,NM,5,POINT (-73.735835 40.95334)
12/31/2023,CH-18470,09/29/2023,Central Hudson,Modena,Ulster,12548,Newburgh,Modena,5012,Battery,"Tesla Energy Operations, Inc.",NM,15.2,POINT (-74.1050808 41.6701628)
12/31/2023,17917,11/08/2021,NYSEG,Craryville,Columbia,12521,Mechanicville,NYS-CRARYVILLE 611,1204003,Battery,Kasselman Solar,NM,11,POINT (-73.59207 42.14765)
12/31/2023,PAM-2021-147908,03/08/2022,PSEGLI,HICKSVILLE,Nassau,11801,,,5M106,Battery,"Sunrun, Inc.",NM,5,POINT (-73.52431 40.76632)
12/31/2023,PAM-2023-348942,08/14/2023,PSEGLI,FRANKLIN SQ,Nassau,11010,,,3J198,Battery,"Tesla, Inc.",NM,5,POINT (-73.6755374 40.7087917)
12/31/2023,DGINT-13582,10/25/2023,O&R,GLEN SPEY,Sullivan,12737,West,Rio,3-1N-34,Battery,SolarCity,NM,7.6,POINT (-74.8164663 41.5177014)
12/31/2023,PAM-2021-168836,02/11/2022,PSEGLI,JERICHO,Nassau,11753,,,5B211,Battery,"Tesla, Inc.",NM,10,POINT (-73.5354502 40.7839742)
12/31/2023,21123,08/29/2023,NYSEG,Mechanicville,Saratoga,12118,Mechanicville,,,Battery,Solar City Corp DBA Tesla,NM,10,POINT (-73.6917352 42.9054478)
12/31/2023,PAM-2021-163953,12/29/2021,PSEGLI,N BALDWIN,Nassau,11510,,,4.00E+286,Battery,"Tesla, Inc.",NM,10,POINT (-73.610365 40.65627)
12/31/2023,PAM-2020-83951,06/02/2021,PSEGLI,Shirley,Suffolk,11967,,,8MX914,Battery,Long Island Power Solutions,NM,6.7,POINT (-72.86778 40.801335)
12/31/2023,21694,07/12/2023,NYSEG,Bainbridge,Chenango,13733,Binghamton,NYS-AFTON-ONEONTA 245,2303345,Battery,"PlugPV, LLC.",NM,5,POINT (-75.481205 42.29541)
12/31/2023,440944,05/19/2023,National Grid,SCHENECTADY,Schenectady,12306,032-Schenectady,CURRY RD 365,36_32_36551,Battery,Julie Montenegro (American Energy Care / AEC Solar,NM,8.925,POINT (-73.97179 42.787655)
12/31/2023,PAM-2021-87710,04/13/2022,PSEGLI,W Hempstead,Nassau,11552,,,4KH192,Battery,Tesla,NM,10,POINT (-73.65004 40.70373)
12/31/2023,DGINT-10990,12/07/2021,O&R,NANUET,Rockland,10954,East,Burns,19-12-13,Battery,Sunrun Inc,NM,6,POINT (-74.00655 41.09406)
12/31/2023,PAM-2022-174336,02/08/2022,PSEGLI,SHELTER IS,Suffolk,11964,,,9R626,Battery,"Tesla, Inc.",NM,5,POINT (-72.336455 41.063755)
12/31/2023,PAM-2022-252904,06/07/2023,PSEGLI,GARDEN CITY,Nassau,11530,,,3R050,Battery,"Tesla, Inc.",NM,10,POINT (-73.67746 40.723995)
12/31/2023,PAM-2020-85633,01/20/2022,PSEGLI,Wantagh,Nassau,11793,,,5G173,Battery,TESLA,NM,10,POINT (-73.50743 40.6701)
12/31/2023,170100,07/19/2018,National Grid,ONCHIOTA,Franklin,12989,024 - Saranac Lake,GABRIELS 835,36_24_83561,Battery,Morgan Harrison (Clear Pond Landing LLC),NM,32,POINT (-74.0582373 44.5530436)
12/31/2023,PAM-2022-190616,10/18/2022,PSEGLI,OCEANSIDE,Nassau,11572,,,2WB585,Battery,"Tesla, Inc.",NM,15,POINT (-73.63933 40.640335)
12/31/2023,PAM-2022-244853,10/06/2022,PSEGLI,DIX HILLS,Suffolk,11746,,,7B701,Battery,SUNation Solar Systems Inc.,NM,10,POINT (-73.410015 40.8429)
12/31/2023,CH-16672,01/05/2023,Central Hudson,Mountainville,Orange,10953,Newburgh,Bethlehem Rd,4093,Battery,SunCommon,NM,5,POINT (-74.080727117 41.405196632)
12/31/2023,PAM-2021-135721,04/22/2022,PSEGLI,WESTBURY,Nassau,11590,,,4AH363,Battery,"EmPower CES, LLC",NM,10,POINT (-73.585285 40.76066)
12/31/2023,PAM-2020-84258,03/16/2021,PSEGLI,GREAT NECK,Nassau,11021,,,3A149,Battery,Sunation Solar Systems,NM,10,POINT (-73.72853 40.784285)
12/31/2023,DGINT-10342,09/23/2021,O&R,NEW CITY,Rockland,10956,East,Snake Hill Road,24-12-13,Battery,Sunrun Inc,NM,10.4,POINT (-73.989275 41.142165)
12/31/2023,SDG-14736,07/03/2019,Con Ed,Yonkers,Westchester,10704,CENY-W,Granite_Hill,79U3,Battery,Tesla,,5,POINT (-73.855115 40.92015)
12/31/2023,LDG-00309,08/02/2016,Con Ed,NEW YORK,New York,10128,CENY-M,Hell_Gate,YO NWK,Battery,Demand Energy,,100,POINT (-73.951435 40.78273)
12/31/2023,19021,07/27/2022,NYSEG,YORKTOWN HEIGHTS,Westchester,10598,Brewster,NYS-MOHANSIC 406,1106346,Battery,Solar City Corp DBA Tesla,NM,17.4,POINT (-73.780545 41.271985)
12/31/2023,383373,04/23/2022,National Grid,SCHOHARIE,Schoharie,12157,037 - Cobleskill,SCHOHARIE 234,36_37_23451,Battery,Julie Montenegro (American Energy Care / AEC Solar,NM,0.957,POINT (-74.3084437 42.6656806)
12/31/2023,19573,10/20/2022,NYSEG,Wilmington,Essex,12997,Plattsburgh,NYS-JAY 411,1502602,Battery,ADK Solar,NM,7.6,POINT (-73.8174128 44.3858221)
12/31/2023,PAM-2022-266902,11/23/2022,PSEGLI,SMITHTOWN,Suffolk,11787,,,6D636,Battery,SUNation Solar Systems Inc.,NM,10,POINT (-73.199 40.854405)
12/31/2023,PAM-2020-84198,04/06/2021,PSEGLI,RONKONKOMA,Suffolk,11779,,,8D735,Battery,TESLA,NM,5,POINT (-73.118045 40.813995)
12/31/2023,SDG-28984,06/03/2021,Con Ed,New Rochelle,Westchester,10801,CENY-W,Washington_St,86U3,Battery,SolarCity,NM,15,POINT (-73.789355 40.912525)
12/31/2023,109311,12/08/2017,National Grid,BALLSTON SPA,Saratoga,12020,039 - Saratoga,BROOK RD 369,36_39_36952,Battery,Carlos Palomino (Solar City),NM,13.5,POINT (-73.851605 43.006105)
12/31/2023,22494,11/28/2023,NYSEG,AUSTERLITZ,Columbia,12017,Mechanicville,NYS-KLINE KILL 631,1205403,Battery,Solar City Corp DBA Tesla,,10,POINT (-73.4211974 42.3397247)
12/31/2023,PAM-2021-103711,06/30/2021,PSEGLI,ISLIP,Suffolk,11751,,,7mm845,Battery,Long Island Power Solutions,NM,6.7,POINT (-73.2099 40.73641)
12/31/2023,PAM-2021-161345,04/28/2022,PSEGLI,CUTCHOGUE,Suffolk,11935,,,8B952,Battery,SUNation Solar Systems Inc.,NM,20,POINT (-72.487955 41.00805)
12/31/2023,CH-13416,05/24/2021,Central Hudson,Saugerties,Ulster,12477,Kingston,Saugerties,3001,Battery,"Sunrun Installation Services, Inc.",NM,7.68,POINT (-73.94911 42.07687)
12/31/2023,SDG-10005,11/13/2018,Con Ed,New Rochelle,Westchester,10804,CENY-W,Cedar_Street,29U4,Battery,SolarCity,NM,5,POINT (-73.7925069 40.9363472)
12/31/2023,PAM-2021-86332,06/25/2021,PSEGLI,Wantagh,Nassau,11793,,,5G173,Battery,TESLA,NM,15,POINT (-73.50743 40.6701)
12/31/2023,LDG-00897,12/30/2020,Con Ed,Mount Kisco,Westchester,10549,CENY-W,Millwood_West,MARYKL2,Battery,BQ Energy,CDG,522,POINT (-73.7266393 41.2068937)
12/31/2023,PAM-2022-205337,10/17/2022,PSEGLI,AMITYVILLE,Suffolk,11701,,,7J878,Battery,Surf Clean Energy Inc.,NM,4.5,POINT (-73.418045 40.677245)
12/31/2023,PAM-2019-62158,06/06/2019,PSEGLI,Babylon,Suffolk,11702,,,7H869,Battery,Solar City,NM,10,POINT (-73.323955 40.7011)
12/31/2023,20641,03/22/2023,RGE,Webster,Monroe,14580,Rochester,0124RO5128-1580 Harris RD,0124RO5128,Battery,SED dba GreenSpark Solar,NM,10,POINT (-77.4345478 43.2141056)
12/31/2023,PAM-2023-333894,08/04/2023,PSEGLI,LONG BCH,Nassau,11561,,,2M7N2,Battery,"EmPower CES, LLC",NM,5,POINT (-73.65149 40.58875)
12/31/2023,PAM-2017-48748,02/23/2018,PSEGLI,Roslyn,Nassau,11576,,,4B114,Battery,Solar City/Tesla,NM,5,POINT (-73.66226 40.798505)
12/31/2023,PAM-2022-281506,12/27/2022,PSEGLI,MANHASSET,Nassau,11030,,,3D389,Battery,"Tesla, Inc.",NM,10,POINT (-73.70088 40.79652)
12/31/2023,PAM-2022-171971,04/04/2022,PSEGLI,E MEADOW,Nassau,11554,,,5M104,Battery,SUNation Solar Systems Inc.,NM,10,POINT (-73.54813 40.72094)
12/31/2023,22901,11/27/2023,NYSEG,COPAKE FALLS,Columbia,12517,Mechanicville,NYS-CRARYVILLE 610,1204004,Battery,Hudson River Renewables LLC,NM,12,POINT (-73.524665 42.119305)
12/31/2023,22227,10/10/2023,NYSEG,Binghamton,Broome,13904,Binghamton,NYS-SANATARIA SPRINGS 211,8104901,Battery,Solar Opportunities,NM,5.7,POINT (-75.8867 42.111085)
12/31/2023,PAM-2019-63694,01/13/2020,PSEGLI,Sayville,Suffolk,11782,,,7R616,Battery,EmPower  Solar,NM,10,POINT (-73.084305 40.740795)
12/31/2023,PAM-2019-63270,06/06/2019,PSEGLI,Patchogue,Suffolk,11772,,,8AX654,Battery,TESLA,NM,10,POINT (-73.01189 40.764535)
12/31/2023,DGINT-11958,07/18/2022,O&R,WARWICK,Orange,10990,Central,Wisner,80-3-13,Battery,Sunrun Inc,NM,7.6,POINT (-74.358345 41.25477)
12/31/2023,SDG-30802,07/26/2021,Con Ed,White Plains,Westchester,10605,CENY-W,Harrison,35U1,Battery,SolarCity,NM,15,POINT (-73.763164 41.0205281)
12/31/2023,16212,08/21/2020,NYSEG,Ithaca,Tompkins,14850,Ithaca,NYS-CAYUGA HEIGHTS 601,4300104,Battery,ETM Solar Works,NM,11.6,POINT (-76.5001 42.444575)
12/31/2023,DGINT-11150,02/28/2022,O&R,Nanuet,Rockland,10954,East,Burns,19-9-13,Battery,Sunrun Inc,NM,7.7,POINT (-74.00655 41.09406)
12/31/2023,PAM-2022-254804,02/15/2023,PSEGLI,BABYLON,Suffolk,11702,,,7D8K1,Battery,"EmPower CES, LLC",NM,5,POINT (-73.323955 40.7011)
12/31/2023,SDG-29580,07/21/2021,Con Ed,Briarcliff Manor,Westchester,10510,CENY-W,Elmsford_No.2,12W98,Battery,SolarCity,NM,20,POINT (-73.832785 41.155235)
12/31/2023,DGINT-11672,12/05/2022,O&R,NEW CITY,Rockland,10956,East,Congers,22-1-13,Battery,SolarCity,NM,15.2,POINT (-73.989275 41.142165)
12/31/2023,444069,02/23/2023,National Grid,SOUTH GLENS FALLS,Saratoga,12803,038-Glens Falls,BUTLER 362,36_38_36252,Battery,Julie Montenegro (American Energy Care / AEC Solar,NM,12.325,POINT (-73.63558 43.298315)
12/31/2023,PAM-2021-150185,03/10/2022,PSEGLI,STONY BROOK,Suffolk,11790,,,6KL7L2,Battery,"EmPower CES, LLC",NM,10,POINT (-73.1330031 40.9265234)
12/31/2023,503295,05/03/2023,National Grid,CROWN POINT,Essex,12928,041-Ticonderoga,CROWN POINT 249,36_41_24951,Battery,Garrett Lee (New Leaf Solar LLC),NM,12,POINT (-73.429305 43.950985)
12/31/2023,PAM-2023-371786,12/05/2023,PSEGLI,BRENTWOOD,Suffolk,11717,,,7S7P8,Battery,"Sunrun, Inc.",NM,5,POINT (-73.248705 40.78067)
12/31/2023,PAM-2020-82592,05/06/2021,PSEGLI,Albertson,Nassau,11507,,,3LG314,Battery,Sunrun_ Inc.,NM,5,POINT (-73.6494201 40.7707257)
12/31/2023,PAM-2020-84801,02/19/2021,PSEGLI,Dix Hills,Suffolk,11746,,,6BR2N2,Battery,TESLA,NM,10,POINT (-73.410015 40.8429)
12/31/2023,PAM-2023-372962,12/19/2023,PSEGLI,WOODMERE,Nassau,11598,,,2BB531,Battery,SUNation Solar Systems Inc.,NM,5,POINT (-73.7147807 40.6333146)
12/31/2023,PAM-2020-82008,02/19/2021,PSEGLI,Holtsville,Suffolk,11742,,,8D987,Battery,Sunrun_ Inc.,NM,10,POINT (-73.0424152 40.8128369)
12/31/2023,CH-14185,01/04/2022,Central Hudson,Ellenvl,Ulster,12428,Kingston,Greenfield Rd,3078,Battery,"Sunrun Installation Services, Inc.",NM,7.6,POINT (-74.391475013 41.725077435)
12/31/2023,PAM-2019-62387,04/23/2019,PSEGLI,Long Beach,Nassau,11561,,,2A175,Battery,Solar City,NM,10,POINT (-73.65149 40.58875)
12/31/2023,17085,12/24/2020,NYSEG,Lancaster,Erie,14086,Lancaster,NYS-CEMETERY RD 490,3103702,Battery,"GO SOLAR, LLC",NM,7.2,POINT (-78.67059 42.89707)
12/31/2023,PAM-2022-265588,11/10/2022,PSEGLI,WESTBURY,Nassau,11590,,,5M087,Battery,SUNation Solar Systems Inc.,NM,10,POINT (-73.585285 40.76066)
12/31/2023,SDG-48288,07/26/2023,Con Ed,Larchmont,Westchester,10538,CENY-W,Cedar_Street,20W68,Battery,Sunrise SOlar Solutions LLC,NM,6.8,POINT (-73.75585 40.929825)
12/31/2023,20339,10/12/2022,NYSEG,NAPLES,Ontario,14512,Canandaigua,NYS-MIDDLESEX 201,4202401,Battery,Qwik Solar LLC,NM,7.6,POINT (-77.40535 42.613835)
12/31/2023,21918,12/13/2023,NYSEG,Callicoon,Sullivan,12723,Liberty,NYS-JEFFERSONVILLE 112,2401612,Battery,Buselli Solutions,NM,12,POINT (-75.057115 41.767865)
12/31/2023,15068,10/09/2019,RGE,HONEOYE FALLS,Monroe,14472,Rochester,0115RO5258-3857 Rush Mendon RD,0115RO5258,Battery,"Solar Liberty Energy Systems, Inc.",,10,POINT (-77.5936404 42.9514458)
12/31/2023,PAM-2023-342859,08/30/2023,PSEGLI,KINGS PARK,Suffolk,11754,,,6P5H7,Battery,Long Island Power Solutions,NM,10,POINT (-73.2575157 40.8815439)
12/31/2023,PAM-2020-85100,03/09/2021,PSEGLI,Levittown,Nassau,11756,,,5M088,Battery,TESLA,NM,15,POINT (-73.51867 40.72191)
12/31/2023,DGINT-11545,08/10/2022,O&R,VALLEY COTTAGE,Rockland,10989,East,Congers,22-5-13,Battery,Sunrun Inc,NM,7.6,POINT (-73.9454938 41.1185328)
12/31/2023,SDG-32280,12/16/2021,Con Ed,White Plains,Westchester,10606,CENY-W,White_Plains,8W64,Battery,Tesla,NM,5,POINT (-73.77772 41.02478)
12/31/2023,460280,03/10/2023,National Grid,VALATIE,Columbia,12184,033-Hudson,VALKIN 427,36_33_42752,Battery,Justin Bonds (Tesla Energy Operation Inc),NM,7.6,POINT (-73.676685 42.415295)
12/31/2023,PAM-2021-142145,12/20/2021,PSEGLI,PT JEFFERSN,Suffolk,11777,,,8QR912,Battery,"Tesla, Inc.",NM,20,POINT (-73.067925 40.940485)
